Epoch,Train Loss,Train Acc,Eval Loss,Eval Acc
1,2.5869304428295212,11.196,2.2968904256820677,11.2
2,2.1474176602704182,16.826,2.0203067272901536,18.9
3,1.9583541233928836,23.234,2.04838887155056,25.28
4,1.840432695588287,30.176,1.836090326309204,30.68
5,1.6867326394635804,37.23,1.5600523978471756,43.63
6,1.5499858789298,42.774,1.456313255429268,47.38
7,1.4163149072199452,48.128,1.5055142939090729,47.81
8,1.2864345604059648,53.588,1.3044183135032654,55.2
9,1.14752381766329,59.138,1.2112956076860428,56.53
10,1.0408879013694063,63.092,1.1587251007556916,63.47
11,0.9557287677818415,66.478,0.848535281419754,70.95
12,0.8794422700088851,69.342,0.7569588020443916,73.62
13,0.8325634568321462,70.998,0.90828922316432,69.63
14,0.7979035058191845,72.128,0.7971876263618469,72.54
15,0.7647202264289467,73.59,0.6863765820860863,76.35
16,0.7408823002966083,74.558,0.8127185076475143,72.57
17,0.7131169721180078,75.358,0.7929223567247391,73.55
18,0.6948548562976778,75.932,0.8373098269104957,71.63
19,0.6929852941206524,76.056,0.7197506092488766,75.45
20,0.6796013904469353,76.554,0.8587891444563865,71.88
21,0.663878475676994,77.132,0.7407491371035576,75.44
22,0.6592692726728867,77.204,0.7396151266992093,74.24
23,0.6442536924566541,77.654,0.6745726078748703,77.35
24,0.6464113813577866,77.698,0.6432125478982925,77.22
25,0.6349932332428134,78.248,0.748924171924591,73.94
26,0.6243753040931663,78.382,0.7808155864477158,75.31
27,0.6266275959051385,78.32,0.5701178677380085,79.69
28,0.6077972019509393,79.026,0.8481301069259644,71.38
29,0.6168338016283755,78.816,0.6280981689691544,78.86
30,0.6080780290827459,79.16,0.6020350128412246,79.41
31,0.4300251209310123,85.438,0.299995594099164,89.55
32,0.3620588872201589,87.666,0.2902813468128443,89.88
33,0.34258116257129884,88.242,0.26938848458230497,90.83
34,0.32702745497226715,88.606,0.27273810282349586,90.74
35,0.31699224933981895,89.032,0.2600759040564299,91.26
36,0.30826838124467404,89.37,0.2465237159281969,91.46
37,0.3020773945870448,89.524,0.263310594856739,91.01
38,0.28819878992377496,90.036,0.2506733376532793,91.37
39,0.2874125721959435,90.028,0.23740395940840245,91.9
40,0.28088589111457063,90.29,0.24246011190116407,91.66
41,0.2766470425591177,90.564,0.25630629919469355,91.36
42,0.2744677109377725,90.606,0.23748680129647254,91.89
43,0.26470221503048524,90.842,0.23788912855088712,92.1
44,0.25826065082635197,91.208,0.25979810692369937,91.59
45,0.2609253392687866,91.076,0.26286631003022193,90.99
46,0.257108385009425,91.126,0.2547965619713068,91.44
47,0.2527749356718696,91.244,0.2714141372591257,91.07
48,0.25079021861358564,91.318,0.2705627538263798,90.74
49,0.25323884402002605,91.256,0.27559449151158333,90.75
50,0.24398853599416967,91.574,0.24900844879448414,92.12
51,0.24742467290892892,91.466,0.2648104716092348,91.27
52,0.24533529534023635,91.528,0.271060436591506,91.02
53,0.24404783736990424,91.562,0.25375931300222876,91.33
54,0.24161057417490045,91.63,0.2368230301886797,92.04
55,0.24448015457209277,91.524,0.2879983503371477,90.43
56,0.23993359939480313,91.684,0.27065021730959415,90.92
57,0.24208001138604418,91.864,0.23746183402836324,91.74
58,0.23498490300713754,91.888,0.29694219026714563,90.09
59,0.23884712471341601,91.632,0.25198431462049486,91.46
60,0.2382370128999559,91.734,0.2613521680235863,91.2
61,0.1832638679794511,93.904,0.18332442678511143,93.8
62,0.15715967457057262,94.722,0.1845456976443529,93.77
63,0.14386123213536886,95.172,0.1806648263707757,93.76
64,0.13949877966423424,95.174,0.1823837423697114,94.1
65,0.13266854067998274,95.48,0.18191175032407045,94.16
66,0.13193214566883993,95.554,0.18266759514808656,93.97
67,0.12602554759656898,95.768,0.18565479647368194,93.84
68,0.126265171630194,95.75,0.1817648109048605,94.08
69,0.12263508779661995,95.826,0.18192409425973893,94.2
70,0.11783961605812822,96.064,0.1818413082510233,93.97
71,0.11781475438299227,96.028,0.18374837283045053,94.06
72,0.11633272478547023,96.158,0.1877633949741721,93.91
73,0.11207787774275152,96.132,0.18733231965452432,94.15
74,0.11415083727286178,96.234,0.19239232521504163,93.87
75,0.10810967622210785,96.366,0.18630921952426432,94.17
76,0.1068180582809205,96.382,0.18948932960629464,94.09
77,0.10385635422960836,96.48,0.1908558515831828,93.99
78,0.10642575803307855,96.44,0.19512635357677938,94.07
79,0.10494388660834152,96.46,0.1933097753673792,94.19
80,0.10147330691391716,96.55,0.19282940197736026,94.2
81,0.09824104789568454,96.642,0.18927315678447484,94.22
82,0.0932458644276675,96.848,0.1892643289640546,94.07
83,0.09375904945238513,96.836,0.18876929190009833,94.19
84,0.08925355298026484,97.016,0.18814916741102933,94.21
85,0.09154387844764457,96.93,0.18821857646107673,94.22
86,0.09082841920685403,96.962,0.18863724172115326,94.25
87,0.08947560350809779,96.962,0.19040996823459863,94.12
88,0.08904272639097607,97.02,0.18805123940110208,94.23
89,0.09015737335216634,96.932,0.18795765787363053,94.23
90,0.08761238893113878,97.086,0.18740146998316048,94.19
91,0.0878822727280916,97.052,0.18732572253793478,94.26
92,0.08917587250471115,96.922,0.18847879990935326,94.21
93,0.08742794039069998,97.028,0.18776852451264858,94.24
94,0.08965109651718213,97.006,0.1885524768382311,94.1
95,0.08817197012772061,96.98,0.18801130391657353,94.19
96,0.08755754802984242,97.002,0.1877808604389429,94.24
97,0.0885993458843809,97.052,0.18701946903020145,94.35
98,0.08530866206452555,97.204,0.18889291472733022,94.15
99,0.09037315503371005,96.99,0.18777449447661637,94.27
100,0.08687669149010765,97.09,0.18811705540865659,94.25
101,0.08793227545612929,97.026,0.1889231326058507,94.19
102,0.08869870887042916,97.072,0.186593384295702,94.32
103,0.08731866090045291,97.086,0.18685748856514692,94.24
104,0.09077702867513408,96.958,0.18837131839245558,94.2
105,0.08770612988392917,96.968,0.18767877034842967,94.15
106,0.08603099477002207,97.08,0.18791468013077975,94.27
107,0.08751840096879371,97.0,0.1886633338406682,94.16
108,0.08895929119720751,97.062,0.18987812381237745,94.06
109,0.08591541801864395,97.088,0.1885033307597041,94.13
110,0.08836742893469576,96.986,0.18952636495232583,94.07
111,0.0891007058398456,96.986,0.187673020362854,94.29
112,0.08919744644009946,96.98,0.18749416302889585,94.24
113,0.08426427455352885,97.2,0.18740325812250375,94.23
114,0.08682546865347089,97.134,0.18745296355336905,94.28
115,0.08898751264704126,97.018,0.18650148697197438,94.28
116,0.08807676945033731,97.052,0.18881454095244407,94.27
117,0.09101919077184735,96.962,0.19066802244633435,94.2
118,0.08901317868077634,96.99,0.18871598057448863,94.2
119,0.08511849300821825,97.174,0.18862092774361372,94.21
120,0.08732624941182379,97.03,0.18672754261642693,94.22
